-0.007,-0.001,0.0166,-0.00769204,0.004,-0.00310796,0.0007,
-0.007,-0.001,0.0166,-0.00769204,0.004,-0.00310796,0.0007,
-0.00604706,-0.000985794,0.01563,-0.00766436,0.00381285,-0.00301862,0.000383757,
-0.00604706,-0.000985794,0.01563,-0.00766436,0.00381285,-0.00301862,0.000383757,
-0.00517164,-0.000971488,0.0147397,-0.00763665,0.00363743,-0.00293264,0.000171268,
-0.00429608,-0.000957189,0.0138492,-0.00760893,0.00346209,-0.00284663,-4.13241e-05,
-0.00349166,-0.000942863,0.0130311,-0.00758108,0.00329733,-0.00276414,-0.000183461,
-0.00275841,-0.000928519,0.0122855,-0.00755309,0.00314324,-0.00268518,-0.000255149,
-0.00209056,-0.000914135,0.0116064,-0.00752489,0.00299818,-0.00260983,-0.000278599,
-0.00148229,-0.00089969,0.0109878,-0.00749641,0.00286053,-0.00253822,-0.000276017,
-0.000928317,-0.000885172,0.0104242,-0.00746761,0.0027291,-0.00247034,-0.000262661,
-0.000423785,-0.00087058,0.00991057,-0.00743849,0.00260318,-0.00240608,-0.000246845,
3.5706e-05,-0.000855919,0.00944256,-0.00740906,0.00248235,-0.00234529,-0.000232109,
0.000454165,-0.000841199,0.00901604,-0.00737937,0.0023664,-0.00228777,-0.000219386,
0.000835244,-0.00082643,0.00862733,-0.00734943,0.00225516,-0.00223331,-0.000208496,
0.00118227,-0.000811623,0.00827304,-0.00731929,0.00214852,-0.00218171,-0.000198955,
0.00149827,-0.000796787,0.00795012,-0.00728898,0.00204633,-0.00213281,-0.000190331,
0.00178601,-0.000781931,0.00765576,-0.00725853,0.00194846,-0.00208641,-0.000182334,
0.00204799,-0.000767062,0.00738742,-0.00722795,0.00185477,-0.00204238,-0.0001748,
0.00228652,-0.000752188,0.00714278,-0.00719728,0.0017651,-0.00200057,-0.000167649,
0.00250367,-0.000737315,0.00691973,-0.00716653,0.00167931,-0.00196083,-0.000160848,
0.00270135,-0.000722449,0.00671633,-0.00713572,0.00159725,-0.00192306,-0.00015438,
0.00288129,-0.000707595,0.00653084,-0.00710487,0.00151878,-0.00188712,-0.000148235,
0.00304507,-0.000692759,0.00636166,-0.007074,0.00144377,-0.0018529,-0.000142399,
0.00319411,-0.000677945,0.00620733,-0.00704312,0.00137207,-0.00182032,-0.000136862,
0.00332974,-0.000663158,0.00606653,-0.00701224,0.00130356,-0.00178926,-0.000131607,
0.00345313,-0.000648401,0.00593806,-0.00698137,0.0012381,-0.00175963,-0.000126622,
0.00356539,-0.000633679,0.00582081,-0.00695054,0.00117558,-0.00173136,-0.00012189,
0.00366749,-0.000618994,0.00571379,-0.00691974,0.00111588,-0.00170436,-0.000117398,
